event_id,user_id,session_id,content_id,event_type,device_type,country,watch_seconds,event_timestamp
evt_5871,user_145,sess_487,movie_90,seek,laptop,AU,440,2026-03-09 09:03:09.933094
evt_5872,user_278,sess_488,movie_44,pause,tablet,UK,214,2026-03-11 05:33:09.933110
evt_5873,user_818,sess_306,movie_69,pause,laptop,CA,110,2026-03-08 16:33:09.933127
evt_5874,user_144,sess_290,movie_170,complete,smart_tv,CA,62,2026-03-08 13:09:09.933143
evt_5875,user_722,sess_304,movie_195,seek,tablet,US,422,2026-03-08 15:53:09.933159
evt_5876,user_974,sess_227,movie_194,play,laptop,UK,290,2026-03-07 08:14:09.933175
evt_5877,user_580,sess_9,movie_76,play,mobile,US,407,2026-03-08 09:37:09.933192
evt_5878,user_564,sess_277,movie_176,play,tablet,AU,180,2026-03-10 04:17:09.933210
evt_5879,user_839,sess_325,movie_163,play,laptop,CA,104,2026-03-10 01:17:09.933228
evt_5880,user_461,sess_446,movie_55,pause,laptop,US,325,2026-03-11 04:26:09.933245
evt_5881,user_961,sess_452,movie_189,complete,smart_tv,CA,243,2026-03-08 19:47:09.933264
evt_5882,user_311,sess_299,movie_166,play,smart_tv,AU,543,2026-03-06 01:57:09.933281
evt_5883,user_140,sess_12,movie_87,complete,mobile,CA,537,2026-03-10 08:18:09.933299
evt_5884,user_554,sess_242,movie_117,seek,smart_tv,AU,293,2026-03-11 08:43:09.933319
evt_5885,user_122,sess_311,movie_12,pause,laptop,UK,365,2026-03-06 01:41:09.933335
evt_5886,user_274,sess_372,movie_119,complete,mobile,CA,598,2026-03-10 04:56:09.933354
evt_5887,user_204,sess_121,movie_182,complete,mobile,CA,429,2026-03-10 02:56:09.933370
evt_5888,user_57,sess_151,movie_10,complete,laptop,US,451,2026-03-06 05:10:09.933388
evt_5889,user_955,sess_417,movie_191,seek,tablet,UK,77,2026-03-11 21:07:09.933412
evt_5890,user_78,sess_55,movie_174,pause,mobile,US,159,2026-03-09 02:47:09.933430
evt_5891,user_990,sess_282,movie_126,play,smart_tv,US,525,2026-03-07 12:47:09.933445
evt_5892,user_661,sess_20,movie_129,seek,smart_tv,UK,293,2026-03-11 11:13:09.933464
evt_5893,user_28,sess_296,movie_38,seek,tablet,UK,541,2026-03-09 01:14:09.933490
evt_5894,user_12,sess_77,movie_173,play,smart_tv,UK,51,2026-03-09 20:12:09.933510
evt_5895,user_907,sess_413,movie_164,pause,mobile,CA,485,2026-03-05 15:57:09.933529
evt_5896,user_606,sess_159,movie_80,play,smart_tv,UK,82,2026-03-05 16:52:09.933547
evt_5897,user_962,sess_101,movie_85,play,smart_tv,AU,445,2026-03-05 07:18:09.933565
evt_5898,user_640,sess_40,movie_124,complete,tablet,UK,252,2026-03-10 15:20:09.933585
evt_5899,user_752,sess_399,movie_178,complete,mobile,US,104,2026-03-10 05:03:09.933602
evt_5900,user_257,sess_109,movie_191,complete,laptop,UK,271,2026-03-11 15:13:09.933621
evt_5901,user_577,sess_205,movie_157,complete,smart_tv,US,296,2026-03-10 22:17:09.933640
evt_5902,user_145,sess_382,movie_179,complete,laptop,CA,444,2026-03-10 06:57:09.933659
evt_5903,user_385,sess_232,movie_22,complete,tablet,CA,172,2026-03-09 21:17:09.933676
evt_5904,user_645,sess_424,movie_95,complete,smart_tv,CA,346,2026-03-09 21:16:09.933695
evt_5905,user_306,sess_213,movie_118,seek,smart_tv,AU,173,2026-03-07 17:57:09.933712
evt_5906,user_733,sess_397,movie_45,play,smart_tv,CA,550,2026-03-07 15:09:09.933729
evt_5907,user_870,sess_27,movie_32,play,mobile,US,465,2026-03-10 01:19:09.933741
evt_5908,user_713,sess_34,movie_179,complete,mobile,US,497,2026-03-11 11:50:09.933753
evt_5909,user_299,sess_380,movie_86,play,tablet,CA,125,2026-03-09 02:40:09.933764
evt_5910,user_35,sess_391,movie_180,complete,tablet,CA,32,2026-03-10 23:44:09.933775
evt_5911,user_781,sess_198,movie_192,seek,mobile,UK,419,2026-03-08 08:48:09.933786
evt_5912,user_487,sess_489,movie_147,complete,smart_tv,CA,16,2026-03-08 19:11:09.933806
evt_5913,user_4,sess_339,movie_168,seek,tablet,CA,108,2026-03-11 03:14:09.933817
evt_5914,user_245,sess_1,movie_107,pause,laptop,CA,331,2026-03-11 13:34:09.933828
evt_5915,user_891,sess_239,movie_144,complete,laptop,UK,354,2026-03-07 18:32:09.933838
evt_5916,user_443,sess_235,movie_67,pause,laptop,US,468,2026-03-06 05:26:09.933849
evt_5917,user_716,sess_207,movie_164,play,tablet,AU,516,2026-03-11 16:49:09.933861
evt_5918,user_270,sess_410,movie_124,complete,laptop,UK,373,2026-03-05 01:21:09.933871
evt_5919,user_644,sess_261,movie_97,complete,smart_tv,UK,391,2026-03-09 09:15:09.933882
evt_5920,user_498,sess_336,movie_190,complete,smart_tv,CA,90,2026-03-10 13:27:09.933893
evt_5921,user_912,sess_385,movie_123,play,smart_tv,US,596,2026-03-10 14:36:09.933906
evt_5922,user_333,sess_197,movie_29,pause,mobile,US,202,2026-03-06 02:52:09.933918
evt_5923,user_569,sess_291,movie_154,complete,laptop,UK,339,2026-03-07 14:24:09.933928
evt_5924,user_282,sess_295,movie_161,seek,tablet,UK,115,2026-03-07 01:30:09.933943
evt_5925,user_378,sess_138,movie_104,play,mobile,CA,484,2026-03-08 21:15:09.933955
evt_5926,user_13,sess_356,movie_196,play,mobile,CA,34,2026-03-09 21:32:09.933966
evt_5927,user_705,sess_237,movie_85,seek,mobile,UK,456,2026-03-09 04:53:09.933977
evt_5928,user_465,sess_261,movie_83,play,mobile,CA,358,2026-03-09 10:34:09.933988
evt_5929,user_311,sess_343,movie_17,complete,tablet,US,190,2026-03-10 02:32:09.933998
evt_5930,user_796,sess_408,movie_53,seek,smart_tv,US,137,2026-03-09 14:11:09.934009
evt_5931,user_851,sess_304,movie_196,complete,smart_tv,US,260,2026-03-06 22:55:09.934023
evt_5932,user_284,sess_174,movie_76,seek,smart_tv,US,411,2026-03-09 08:52:09.934035
evt_5933,user_297,sess_149,movie_24,pause,tablet,CA,475,2026-03-09 07:36:09.934046
evt_5934,user_557,sess_95,movie_14,seek,mobile,US,356,2026-03-07 04:46:09.934059
evt_5935,user_80,sess_221,movie_57,complete,laptop,US,463,2026-03-08 18:22:09.934069
evt_5936,user_63,sess_313,movie_11,play,smart_tv,UK,531,2026-03-08 04:51:09.934080
evt_5937,user_28,sess_498,movie_88,seek,mobile,US,384,2026-03-05 09:52:09.934091
evt_5938,user_875,sess_89,movie_134,seek,tablet,US,260,2026-03-08 01:40:09.934101
evt_5939,user_726,sess_50,movie_129,complete,smart_tv,AU,575,2026-03-11 14:27:09.934111
evt_5940,user_333,sess_26,movie_37,complete,smart_tv,AU,330,2026-03-09 17:57:09.934121
evt_5941,user_511,sess_439,movie_94,seek,tablet,CA,456,2026-03-07 00:05:09.934131
evt_5942,user_757,sess_264,movie_73,pause,tablet,UK,265,2026-03-10 13:59:09.934142
evt_5943,user_189,sess_468,movie_95,complete,laptop,AU,247,2026-03-11 00:37:09.934154
evt_5944,user_915,sess_209,movie_52,play,tablet,CA,474,2026-03-11 20:08:09.934172
evt_5945,user_443,sess_483,movie_44,play,mobile,CA,414,2026-03-07 02:42:09.934184
evt_5946,user_543,sess_204,movie_156,seek,tablet,US,424,2026-03-06 17:17:09.934195
evt_5947,user_283,sess_375,movie_32,play,smart_tv,US,125,2026-03-06 14:09:09.934210
evt_5948,user_750,sess_84,movie_100,pause,smart_tv,CA,348,2026-03-10 21:16:09.934221
evt_5949,user_172,sess_27,movie_180,pause,mobile,US,138,2026-03-06 18:59:09.934231
evt_5950,user_216,sess_227,movie_68,complete,smart_tv,CA,35,2026-03-05 17:20:09.934242
evt_5951,user_508,sess_50,movie_193,complete,tablet,US,589,2026-03-08 16:26:09.934257
evt_5952,user_161,sess_419,movie_144,seek,tablet,CA,595,2026-03-05 08:18:09.934267
evt_5953,user_439,sess_38,movie_56,complete,smart_tv,CA,82,2026-03-11 02:46:09.934278
evt_5954,user_284,sess_319,movie_188,play,laptop,US,28,2026-03-08 23:26:09.934289
evt_5955,user_706,sess_338,movie_191,play,smart_tv,CA,413,2026-03-11 09:10:09.934316
evt_5956,user_5,sess_90,movie_15,complete,tablet,US,115,2026-03-05 20:29:09.934328
evt_5957,user_413,sess_208,movie_62,play,mobile,UK,537,2026-03-09 09:33:09.934338
evt_5958,user_863,sess_146,movie_72,complete,laptop,CA,359,2026-03-08 23:30:09.934350
evt_5959,user_782,sess_250,movie_99,complete,tablet,CA,80,2026-03-08 16:55:09.934360
evt_5960,user_599,sess_479,movie_93,play,laptop,CA,335,2026-03-11 03:40:09.934371
evt_5961,user_740,sess_460,movie_94,seek,laptop,UK,412,2026-03-11 03:12:09.934386
evt_5962,user_542,sess_13,movie_19,seek,laptop,CA,123,2026-03-08 17:57:09.934396
evt_5963,user_711,sess_111,movie_68,seek,mobile,AU,433,2026-03-05 13:22:09.934407
evt_5964,user_566,sess_55,movie_189,seek,laptop,UK,292,2026-03-05 14:51:09.934418
evt_5965,user_14,sess_108,movie_104,seek,tablet,UK,433,2026-03-08 11:11:09.934429
evt_5966,user_214,sess_283,movie_7,play,mobile,US,491,2026-03-11 16:51:09.934439
evt_5967,user_401,sess_431,movie_179,play,smart_tv,CA,424,2026-03-06 17:22:09.934450
evt_5968,user_322,sess_294,movie_54,pause,laptop,UK,220,2026-03-08 06:49:09.934460
evt_5969,user_415,sess_292,movie_99,seek,laptop,US,489,2026-03-05 15:29:09.934470
evt_5970,user_315,sess_301,movie_174,seek,mobile,AU,198,2026-03-05 00:51:09.934484
evt_5971,user_997,sess_94,movie_36,complete,mobile,US,445,2026-03-07 22:24:09.934495
evt_5972,user_632,sess_276,movie_129,pause,mobile,US,323,2026-03-08 04:42:09.934506
evt_5973,user_705,sess_326,movie_190,seek,laptop,UK,215,2026-03-05 12:43:09.934517
evt_5974,user_378,sess_286,movie_177,play,tablet,US,318,2026-03-07 04:22:09.934527
evt_5975,user_353,sess_361,movie_107,seek,laptop,UK,12,2026-03-08 16:26:09.934541
evt_5976,user_473,sess_416,movie_32,complete,tablet,AU,385,2026-03-10 04:32:09.934552
evt_5977,user_526,sess_127,movie_116,complete,smart_tv,US,595,2026-03-10 15:16:09.934562
evt_5978,user_833,sess_359,movie_191,play,tablet,AU,591,2026-03-08 11:12:09.934573
evt_5979,user_620,sess_306,movie_162,seek,mobile,CA,223,2026-03-10 06:40:09.934584
evt_5980,user_738,sess_57,movie_199,pause,mobile,UK,184,2026-03-11 07:20:09.934594
evt_5981,user_19,sess_29,movie_143,complete,mobile,US,392,2026-03-11 00:38:09.934604
evt_5982,user_814,sess_398,movie_4,play,mobile,US,169,2026-03-05 14:25:09.934614
evt_5983,user_96,sess_496,movie_108,seek,mobile,UK,541,2026-03-11 14:34:09.934626
evt_5984,user_233,sess_110,movie_20,complete,laptop,US,450,2026-03-11 12:28:09.934637
evt_5985,user_846,sess_54,movie_197,complete,laptop,CA,75,2026-03-05 00:08:09.934648
evt_5986,user_142,sess_14,movie_24,play,mobile,UK,118,2026-03-06 18:11:09.934658
evt_5987,user_566,sess_438,movie_40,play,laptop,UK,178,2026-03-10 15:22:09.934669
evt_5988,user_298,sess_444,movie_129,pause,mobile,US,134,2026-03-08 17:55:09.934679
evt_5989,user_567,sess_338,movie_56,play,mobile,UK,164,2026-03-10 00:02:09.934693
evt_5990,user_992,sess_257,movie_29,complete,smart_tv,US,460,2026-03-06 13:26:09.934708
evt_5991,user_930,sess_350,movie_159,play,mobile,US,576,2026-03-07 23:48:09.934719
evt_5992,user_103,sess_131,movie_190,seek,smart_tv,CA,252,2026-03-08 07:02:09.934730
evt_5993,user_94,sess_276,movie_82,pause,smart_tv,UK,112,2026-03-10 06:32:09.934742
evt_5994,user_829,sess_318,movie_74,play,mobile,AU,370,2026-03-07 21:49:09.934752
evt_5995,user_754,sess_490,movie_30,seek,mobile,CA,87,2026-03-09 02:03:09.934763
evt_5996,user_890,sess_61,movie_108,play,mobile,CA,495,2026-03-09 05:38:09.934774
evt_5997,user_766,sess_132,movie_64,play,tablet,UK,290,2026-03-06 08:10:09.934785
evt_5998,user_561,sess_465,movie_83,complete,laptop,US,586,2026-03-05 08:35:09.934796
evt_5999,user_114,sess_222,movie_97,pause,laptop,CA,318,2026-03-11 11:22:09.934807
evt_6000,user_488,sess_88,movie_25,seek,smart_tv,US,204,2026-03-11 07:22:09.934817
evt_6001,user_895,sess_256,movie_62,pause,tablet,CA,532,2026-03-07 15:17:09.934828
evt_6002,user_515,sess_266,movie_48,pause,mobile,CA,431,2026-03-08 03:07:09.934842
evt_6003,user_284,sess_27,movie_50,play,mobile,US,450,2026-03-11 09:02:09.934853
evt_6004,user_447,sess_154,movie_80,play,tablet,CA,137,2026-03-11 09:30:09.934865
evt_6005,user_653,sess_457,movie_135,play,laptop,AU,171,2026-03-05 05:31:09.934875
evt_6006,user_219,sess_140,movie_109,play,tablet,UK,377,2026-03-08 06:30:09.934885
evt_6007,user_365,sess_460,movie_7,play,tablet,UK,165,2026-03-05 09:53:09.934896
evt_6008,user_118,sess_422,movie_162,complete,laptop,AU,110,2026-03-06 07:13:09.934907
evt_6009,user_156,sess_54,movie_79,play,tablet,US,446,2026-03-05 20:46:09.934921
evt_6010,user_509,sess_265,movie_46,play,smart_tv,UK,15,2026-03-11 05:22:09.934932
evt_6011,user_732,sess_310,movie_163,seek,smart_tv,US,458,2026-03-05 07:22:09.934942
evt_6012,user_719,sess_193,movie_181,pause,smart_tv,UK,162,2026-03-10 08:17:09.934953
evt_6013,user_673,sess_162,movie_170,complete,mobile,AU,566,2026-03-06 04:52:09.934964
evt_6014,user_196,sess_205,movie_138,complete,laptop,UK,333,2026-03-05 07:52:09.934975
evt_6015,user_133,sess_424,movie_78,seek,tablet,CA,241,2026-03-05 04:38:09.934985
evt_6016,user_229,sess_439,movie_19,pause,smart_tv,CA,303,2026-03-06 17:03:09.934998
evt_6017,user_493,sess_174,movie_150,complete,mobile,US,429,2026-03-10 04:43:09.935009
evt_6018,user_368,sess_264,movie_26,play,laptop,CA,385,2026-03-06 02:17:09.935020
evt_6019,user_196,sess_281,movie_103,seek,smart_tv,US,150,2026-03-08 01:42:09.935031
evt_6020,user_289,sess_31,movie_186,play,laptop,AU,206,2026-03-08 13:34:09.935041
evt_6021,user_941,sess_367,movie_175,pause,laptop,US,123,2026-03-10 12:18:09.935052
evt_6022,user_428,sess_449,movie_85,complete,smart_tv,AU,536,2026-03-07 05:09:09.935063
evt_6023,user_400,sess_496,movie_154,seek,mobile,US,91,2026-03-07 16:58:09.935073
evt_6024,user_719,sess_245,movie_29,play,tablet,US,464,2026-03-06 14:04:09.935084
evt_6025,user_547,sess_262,movie_87,seek,smart_tv,AU,236,2026-03-07 22:12:09.935094
evt_6026,user_83,sess_128,movie_11,seek,smart_tv,US,163,2026-03-07 18:05:09.935105
evt_6027,user_145,sess_106,movie_171,seek,mobile,AU,169,2026-03-06 16:35:09.935116
evt_6028,user_18,sess_276,movie_174,play,mobile,CA,381,2026-03-10 09:00:09.935126
evt_6029,user_380,sess_195,movie_2,pause,smart_tv,CA,239,2026-03-05 10:32:09.935143
evt_6030,user_571,sess_380,movie_154,play,mobile,UK,48,2026-03-05 22:17:09.935153
evt_6031,user_728,sess_204,movie_169,seek,smart_tv,AU,568,2026-03-05 04:31:09.935163
evt_6032,user_619,sess_416,movie_87,seek,mobile,AU,171,2026-03-09 19:07:09.935174
evt_6033,user_967,sess_214,movie_104,complete,smart_tv,UK,237,2026-03-09 07:21:09.935185
evt_6034,user_126,sess_91,movie_109,complete,smart_tv,CA,411,2026-03-11 06:32:09.935196
evt_6035,user_640,sess_409,movie_197,play,laptop,US,259,2026-03-11 08:13:09.935206
evt_6036,user_645,sess_340,movie_82,play,tablet,CA,132,2026-03-07 18:06:09.935217
evt_6037,user_721,sess_239,movie_97,seek,laptop,CA,207,2026-03-10 08:14:09.935228
evt_6038,user_59,sess_405,movie_115,complete,laptop,US,228,2026-03-11 17:56:09.935238
evt_6039,user_544,sess_456,movie_104,seek,laptop,US,379,2026-03-10 06:10:09.935249
evt_6040,user_170,sess_295,movie_143,pause,tablet,CA,65,2026-03-08 13:29:09.935260
evt_6041,user_989,sess_127,movie_186,complete,laptop,UK,330,2026-03-05 19:08:09.935269
evt_6042,user_402,sess_237,movie_194,pause,laptop,AU,579,2026-03-05 10:26:09.935283
evt_6043,user_647,sess_189,movie_120,complete,tablet,CA,37,2026-03-08 19:17:09.935294
evt_6044,user_130,sess_284,movie_187,seek,smart_tv,UK,124,2026-03-09 12:20:09.935304
evt_6045,user_103,sess_492,movie_193,play,tablet,UK,416,2026-03-05 00:05:09.935315
evt_6046,user_143,sess_212,movie_62,complete,smart_tv,UK,277,2026-03-06 02:38:09.935326
evt_6047,user_195,sess_107,movie_111,play,laptop,US,10,2026-03-07 10:35:09.935336
evt_6048,user_110,sess_127,movie_135,play,smart_tv,AU,294,2026-03-09 04:18:09.935353
evt_6049,user_122,sess_415,movie_89,pause,laptop,AU,514,2026-03-06 17:01:09.935364
evt_6050,user_175,sess_140,movie_21,pause,mobile,US,77,2026-03-10 05:29:09.935375
evt_6051,user_124,sess_252,movie_70,seek,mobile,CA,295,2026-03-10 22:42:09.935385
evt_6052,user_123,sess_408,movie_126,complete,tablet,US,307,2026-03-08 12:04:09.935396
evt_6053,user_333,sess_245,movie_111,pause,tablet,US,305,2026-03-09 09:04:09.935407
evt_6054,user_209,sess_402,movie_173,pause,tablet,AU,319,2026-03-06 19:04:09.935417
evt_6055,user_932,sess_86,movie_103,seek,laptop,CA,408,2026-03-07 22:23:09.935432
evt_6056,user_272,sess_147,movie_1,complete,tablet,UK,408,2026-03-08 09:44:09.935442
evt_6057,user_42,sess_21,movie_42,seek,laptop,US,479,2026-03-06 19:12:09.935453
evt_6058,user_402,sess_76,movie_195,pause,smart_tv,CA,534,2026-03-05 01:14:09.935464
evt_6059,user_54,sess_217,movie_3,complete,tablet,CA,133,2026-03-10 12:39:09.935475
evt_6060,user_492,sess_404,movie_171,play,smart_tv,US,160,2026-03-11 07:46:09.935485
evt_6061,user_906,sess_278,movie_30,pause,mobile,US,345,2026-03-07 10:12:09.935497
evt_6062,user_907,sess_411,movie_125,pause,mobile,UK,382,2026-03-07 22:49:09.935507
evt_6063,user_478,sess_274,movie_78,play,laptop,AU,522,2026-03-09 13:00:09.935518
evt_6064,user_331,sess_236,movie_65,complete,smart_tv,AU,401,2026-03-08 12:51:09.935528
evt_6065,user_704,sess_327,movie_58,seek,tablet,AU,143,2026-03-09 19:05:09.935538
evt_6066,user_513,sess_113,movie_80,pause,laptop,CA,292,2026-03-09 14:57:09.935549
evt_6067,user_911,sess_352,movie_9,play,tablet,UK,26,2026-03-11 20:48:09.935559
evt_6068,user_988,sess_177,movie_52,complete,laptop,US,272,2026-03-07 15:34:09.935574
evt_6069,user_692,sess_473,movie_172,play,laptop,UK,456,2026-03-11 03:44:09.935589
evt_6070,user_577,sess_474,movie_182,pause,laptop,US,37,2026-03-11 13:46:09.935600
evt_6071,user_319,sess_191,movie_107,pause,mobile,US,230,2026-03-06 15:05:09.935611
evt_6072,user_511,sess_5,movie_68,complete,mobile,US,250,2026-03-07 23:33:09.935622
evt_6073,user_231,sess_443,movie_177,seek,mobile,AU,160,2026-03-11 06:31:09.935634
evt_6074,user_479,sess_460,movie_19,complete,tablet,US,507,2026-03-08 12:14:09.935646
evt_6075,user_667,sess_359,movie_59,complete,laptop,UK,321,2026-03-08 09:49:09.935656
evt_6076,user_912,sess_289,movie_126,seek,smart_tv,CA,502,2026-03-11 15:31:09.935667
evt_6077,user_991,sess_159,movie_134,play,mobile,AU,370,2026-03-07 04:05:09.935678
evt_6078,user_869,sess_111,movie_182,play,mobile,UK,124,2026-03-09 08:28:09.935689
evt_6079,user_105,sess_328,movie_108,play,laptop,AU,571,2026-03-10 17:19:09.935700
evt_6080,user_634,sess_279,movie_86,pause,tablet,US,503,2026-03-07 12:49:09.935711
evt_6081,user_367,sess_49,movie_132,seek,tablet,US,555,2026-03-05 22:48:09.935722
evt_6082,user_905,sess_170,movie_43,complete,laptop,US,467,2026-03-08 11:54:09.935732
evt_6083,user_228,sess_445,movie_174,pause,tablet,CA,498,2026-03-08 05:36:09.935748
evt_6084,user_758,sess_227,movie_69,play,laptop,AU,22,2026-03-08 22:09:09.935759
evt_6085,user_255,sess_331,movie_99,play,laptop,CA,314,2026-03-11 13:12:09.935770
evt_6086,user_665,sess_48,movie_169,play,smart_tv,AU,160,2026-03-06 06:08:09.935781
evt_6087,user_424,sess_223,movie_58,complete,tablet,US,223,2026-03-08 23:06:09.935795
evt_6088,user_621,sess_11,movie_34,pause,mobile,UK,589,2026-03-06 02:49:09.935806
evt_6089,user_986,sess_366,movie_94,pause,tablet,CA,503,2026-03-06 16:15:09.935818
evt_6090,user_312,sess_348,movie_195,play,mobile,UK,346,2026-03-11 07:05:09.935828
evt_6091,user_415,sess_54,movie_198,play,smart_tv,CA,111,2026-03-09 12:27:09.935840
evt_6092,user_435,sess_374,movie_70,pause,mobile,US,485,2026-03-10 23:34:09.935852
evt_6093,user_728,sess_67,movie_187,pause,laptop,CA,251,2026-03-09 07:27:09.935863
evt_6094,user_823,sess_161,movie_149,complete,tablet,UK,548,2026-03-06 22:44:09.935883
evt_6095,user_49,sess_127,movie_177,pause,smart_tv,US,219,2026-03-05 20:43:09.935894
evt_6096,user_46,sess_413,movie_63,play,laptop,US,335,2026-03-11 09:49:09.935904
evt_6097,user_831,sess_307,movie_73,pause,tablet,UK,258,2026-03-07 14:43:09.935919
evt_6098,user_892,sess_416,movie_3,complete,smart_tv,CA,253,2026-03-10 00:27:09.935930
evt_6099,user_800,sess_19,movie_140,play,smart_tv,CA,549,2026-03-10 18:50:09.935941
evt_6100,user_871,sess_456,movie_113,seek,laptop,US,155,2026-03-07 03:28:09.935951
evt_6101,user_379,sess_440,movie_6,play,mobile,US,314,2026-03-07 10:40:09.935962
evt_6102,user_992,sess_457,movie_62,pause,tablet,US,21,2026-03-06 00:44:09.935973
evt_6103,user_344,sess_358,movie_113,complete,laptop,UK,332,2026-03-11 12:15:09.935984
evt_6104,user_523,sess_363,movie_62,pause,smart_tv,CA,170,2026-03-09 23:01:09.935995
evt_6105,user_329,sess_423,movie_167,complete,laptop,CA,191,2026-03-11 08:15:09.936005
evt_6106,user_603,sess_263,movie_143,complete,mobile,UK,23,2026-03-07 10:11:09.936016
evt_6107,user_470,sess_67,movie_149,play,laptop,CA,542,2026-03-11 07:53:09.936033
evt_6108,user_682,sess_55,movie_155,pause,mobile,US,564,2026-03-09 03:23:09.936044
evt_6109,user_421,sess_144,movie_106,complete,tablet,UK,487,2026-03-05 23:05:09.936054
evt_6110,user_180,sess_380,movie_172,play,smart_tv,US,285,2026-03-09 00:09:09.936069
evt_6111,user_444,sess_257,movie_139,complete,laptop,AU,113,2026-03-11 00:07:09.936079
evt_6112,user_292,sess_213,movie_161,pause,tablet,CA,168,2026-03-08 02:09:09.936089
evt_6113,user_966,sess_455,movie_66,complete,laptop,CA,555,2026-03-08 16:03:09.936100
evt_6114,user_139,sess_439,movie_51,pause,mobile,UK,275,2026-03-08 03:01:09.936110
evt_6115,user_312,sess_300,movie_139,pause,mobile,US,223,2026-03-11 13:39:09.936120
evt_6116,user_42,sess_275,movie_191,seek,mobile,AU,22,2026-03-11 01:19:09.936131
evt_6117,user_985,sess_381,movie_25,pause,smart_tv,AU,487,2026-03-06 04:22:09.936142
evt_6118,user_854,sess_80,movie_139,seek,tablet,UK,146,2026-03-10 03:28:09.936152
evt_6119,user_291,sess_62,movie_155,pause,tablet,AU,183,2026-03-07 22:22:09.936163
evt_6120,user_728,sess_420,movie_1,pause,smart_tv,AU,281,2026-03-07 23:30:09.936173
evt_6121,user_432,sess_305,movie_190,seek,laptop,UK,234,2026-03-07 17:08:09.936184
evt_6122,user_182,sess_72,movie_30,seek,laptop,US,77,2026-03-06 01:06:09.936195
evt_6123,user_69,sess_268,movie_5,seek,tablet,CA,355,2026-03-09 07:19:09.936209
evt_6124,user_403,sess_138,movie_150,complete,tablet,AU,296,2026-03-11 00:58:09.936232
evt_6125,user_961,sess_357,movie_76,seek,laptop,UK,354,2026-03-07 13:24:09.936251
evt_6126,user_650,sess_377,movie_140,complete,tablet,CA,592,2026-03-08 13:09:09.936267
evt_6127,user_299,sess_9,movie_40,play,laptop,UK,504,2026-03-05 21:09:09.936279
evt_6128,user_170,sess_36,movie_90,pause,mobile,UK,348,2026-03-06 15:12:09.936290
evt_6129,user_324,sess_110,movie_60,seek,smart_tv,AU,145,2026-03-11 19:26:09.936311
evt_6130,user_581,sess_372,movie_185,complete,mobile,AU,238,2026-03-09 01:06:09.936323
evt_6131,user_619,sess_93,movie_17,seek,laptop,CA,409,2026-03-05 02:42:09.936334
evt_6132,user_836,sess_32,movie_11,seek,laptop,US,104,2026-03-10 02:06:09.936346
evt_6133,user_928,sess_386,movie_70,seek,mobile,AU,126,2026-03-10 17:35:09.936357
evt_6134,user_681,sess_492,movie_29,complete,smart_tv,US,494,2026-03-09 18:32:09.936368
evt_6135,user_680,sess_304,movie_169,pause,tablet,AU,530,2026-03-09 17:13:09.936379
evt_6136,user_518,sess_110,movie_137,pause,smart_tv,AU,185,2026-03-10 06:20:09.936389
evt_6137,user_336,sess_225,movie_12,play,smart_tv,US,88,2026-03-09 02:27:09.936400
evt_6138,user_991,sess_393,movie_122,pause,smart_tv,CA,532,2026-03-05 22:11:09.936414
evt_6139,user_404,sess_98,movie_14,seek,smart_tv,US,259,2026-03-05 08:36:09.936425
evt_6140,user_999,sess_253,movie_30,pause,smart_tv,UK,340,2026-03-05 06:44:09.936438
evt_6141,user_940,sess_118,movie_6,pause,laptop,US,112,2026-03-09 07:53:09.936450
evt_6142,user_860,sess_174,movie_145,seek,mobile,UK,21,2026-03-08 19:19:09.936461
evt_6143,user_546,sess_129,movie_128,complete,mobile,CA,481,2026-03-05 20:34:09.936471
evt_6144,user_321,sess_369,movie_64,play,laptop,CA,66,2026-03-08 08:58:09.936482
evt_6145,user_856,sess_211,movie_161,seek,laptop,UK,391,2026-03-06 02:02:09.936493
evt_6146,user_575,sess_216,movie_172,play,smart_tv,CA,115,2026-03-07 06:40:09.936507
evt_6147,user_960,sess_109,movie_3,complete,laptop,US,334,2026-03-05 00:10:09.936518
evt_6148,user_700,sess_93,movie_155,play,mobile,US,552,2026-03-11 09:34:09.936529
evt_6149,user_789,sess_64,movie_161,complete,laptop,AU,352,2026-03-05 20:05:09.936540
evt_6150,user_626,sess_78,movie_123,play,smart_tv,UK,495,2026-03-05 19:59:09.936550
evt_6151,user_399,sess_24,movie_119,seek,tablet,US,496,2026-03-06 00:29:09.936560
evt_6152,user_47,sess_337,movie_11,pause,tablet,UK,81,2026-03-07 12:26:09.936578
evt_6153,user_273,sess_195,movie_5,complete,smart_tv,CA,379,2026-03-09 19:23:09.936589
evt_6154,user_728,sess_5,movie_33,complete,laptop,US,200,2026-03-10 13:28:09.936600
evt_6155,user_721,sess_68,movie_44,seek,laptop,AU,403,2026-03-11 22:03:09.936610
evt_6156,user_826,sess_282,movie_187,pause,tablet,UK,72,2026-03-05 04:55:09.936621
evt_6157,user_83,sess_247,movie_185,pause,laptop,AU,595,2026-03-07 09:30:09.936632
evt_6158,user_432,sess_98,movie_1,seek,tablet,CA,180,2026-03-05 06:36:09.936643
evt_6159,user_295,sess_256,movie_95,complete,smart_tv,US,280,2026-03-11 21:41:09.936654
evt_6160,user_714,sess_480,movie_3,complete,mobile,AU,36,2026-03-11 19:57:09.936665
evt_6161,user_195,sess_114,movie_49,play,tablet,UK,97,2026-03-09 06:17:09.936676
